image_path,label
dataset\neutral\neutral_475.jpg,neutral
dataset\neutral\neutral_476.jpg,neutral
dataset\neutral\neutral_477.jpg,neutral
dataset\happy\happy_114.jpg,happy
dataset\happy\happy_115.jpg,happy
dataset\neutral\neutral_478.jpg,neutral
dataset\happy\happy_116.jpg,happy
dataset\happy\happy_117.jpg,happy
dataset\happy\happy_118.jpg,happy
dataset\happy\happy_119.jpg,happy
dataset\happy\happy_120.jpg,happy
dataset\happy\happy_121.jpg,happy
dataset\happy\happy_122.jpg,happy
dataset\neutral\neutral_479.jpg,neutral
dataset\neutral\neutral_480.jpg,neutral
dataset\neutral\neutral_481.jpg,neutral
dataset\neutral\neutral_482.jpg,neutral
dataset\neutral\neutral_483.jpg,neutral
dataset\neutral\neutral_484.jpg,neutral
dataset\neutral\neutral_485.jpg,neutral
dataset\neutral\neutral_486.jpg,neutral
dataset\happy\happy_123.jpg,happy
dataset\neutral\neutral_487.jpg,neutral
dataset\neutral\neutral_488.jpg,neutral
dataset\neutral\neutral_489.jpg,neutral
dataset\happy\happy_124.jpg,happy
dataset\happy\happy_125.jpg,happy
dataset\neutral\neutral_490.jpg,neutral
dataset\happy\happy_126.jpg,happy
dataset\neutral\neutral_491.jpg,neutral
dataset\sad\sad_27.jpg,sad
dataset\sad\sad_28.jpg,sad
dataset\neutral\neutral_492.jpg,neutral
dataset\surprise\surprise_1.jpg,surprise
dataset\sad\sad_29.jpg,sad
dataset\neutral\neutral_493.jpg,neutral
dataset\angry\angry_5.jpg,angry
dataset\neutral\neutral_494.jpg,neutral
dataset\neutral\neutral_495.jpg,neutral
dataset\neutral\neutral_496.jpg,neutral
dataset\happy\happy_127.jpg,happy
dataset\happy\happy_128.jpg,happy
dataset\happy\happy_129.jpg,happy
dataset\happy\happy_130.jpg,happy
dataset\sad\sad_30.jpg,sad
dataset\happy\happy_131.jpg,happy
dataset\happy\happy_132.jpg,happy
dataset\neutral\neutral_497.jpg,neutral
dataset\neutral\neutral_498.jpg,neutral
dataset\fear\fear_38.jpg,fear
dataset\fear\fear_39.jpg,fear
dataset\happy\happy_133.jpg,happy
dataset\fear\fear_40.jpg,fear
dataset\neutral\neutral_499.jpg,neutral
dataset\surprise\surprise_2.jpg,surprise
dataset\surprise\surprise_3.jpg,surprise
dataset\surprise\surprise_4.jpg,surprise
dataset\happy\happy_134.jpg,happy
dataset\happy\happy_135.jpg,happy
dataset\happy\happy_136.jpg,happy
dataset\happy\happy_137.jpg,happy
dataset\happy\happy_138.jpg,happy
dataset\angry\angry_6.jpg,angry
dataset\sad\sad_31.jpg,sad
dataset\happy\happy_139.jpg,happy
dataset\angry\angry_7.jpg,angry
dataset\happy\happy_140.jpg,happy
dataset\happy\happy_141.jpg,happy
dataset\happy\happy_142.jpg,happy
dataset\happy\happy_143.jpg,happy
dataset\angry\angry_8.jpg,angry
dataset\happy\happy_144.jpg,happy
dataset\happy\happy_145.jpg,happy
dataset\happy\happy_146.jpg,happy
dataset\happy\happy_147.jpg,happy
dataset\happy\happy_148.jpg,happy
dataset\happy\happy_149.jpg,happy
dataset\happy\happy_150.jpg,happy
dataset\happy\happy_151.jpg,happy
dataset\happy\happy_152.jpg,happy
dataset\happy\happy_153.jpg,happy
dataset\happy\happy_154.jpg,happy
dataset\surprise\surprise_5.jpg,surprise
dataset\happy\happy_155.jpg,happy
dataset\happy\happy_156.jpg,happy
dataset\happy\happy_157.jpg,happy
dataset\happy\happy_158.jpg,happy
dataset\happy\happy_159.jpg,happy
dataset\happy\happy_160.jpg,happy
dataset\happy\happy_161.jpg,happy
dataset\happy\happy_162.jpg,happy
dataset\happy\happy_163.jpg,happy
dataset\happy\happy_164.jpg,happy
dataset\happy\happy_165.jpg,happy
dataset\happy\happy_166.jpg,happy
dataset\angry\angry_9.jpg,angry
dataset\happy\happy_167.jpg,happy
dataset\happy\happy_168.jpg,happy
dataset\happy\happy_169.jpg,happy
dataset\happy\happy_170.jpg,happy
dataset\happy\happy_171.jpg,happy
dataset\happy\happy_172.jpg,happy
dataset\happy\happy_173.jpg,happy
dataset\happy\happy_174.jpg,happy
dataset\happy\happy_175.jpg,happy
dataset\happy\happy_176.jpg,happy
dataset\happy\happy_177.jpg,happy
dataset\happy\happy_178.jpg,happy
dataset\happy\happy_179.jpg,happy
dataset\happy\happy_180.jpg,happy
dataset\happy\happy_181.jpg,happy
dataset\happy\happy_182.jpg,happy
dataset\happy\happy_183.jpg,happy
dataset\happy\happy_184.jpg,happy
dataset\happy\happy_185.jpg,happy
dataset\happy\happy_186.jpg,happy
dataset\happy\happy_187.jpg,happy
dataset\happy\happy_188.jpg,happy
dataset\happy\happy_189.jpg,happy
dataset\happy\happy_190.jpg,happy
dataset\happy\happy_191.jpg,happy
dataset\happy\happy_192.jpg,happy
dataset\happy\happy_193.jpg,happy
dataset\happy\happy_194.jpg,happy
dataset\happy\happy_195.jpg,happy
dataset\happy\happy_196.jpg,happy
dataset\happy\happy_197.jpg,happy
dataset\happy\happy_198.jpg,happy
dataset\happy\happy_199.jpg,happy
dataset\happy\happy_200.jpg,happy
dataset\happy\happy_201.jpg,happy
dataset\happy\happy_202.jpg,happy
dataset\happy\happy_203.jpg,happy
dataset\happy\happy_204.jpg,happy
dataset\happy\happy_205.jpg,happy
dataset\happy\happy_206.jpg,happy
dataset\happy\happy_207.jpg,happy
dataset\happy\happy_208.jpg,happy
dataset\happy\happy_209.jpg,happy
dataset\happy\happy_210.jpg,happy
dataset\happy\happy_211.jpg,happy
dataset\happy\happy_212.jpg,happy
dataset\happy\happy_213.jpg,happy
dataset\happy\happy_214.jpg,happy
dataset\happy\happy_215.jpg,happy
dataset\happy\happy_216.jpg,happy
dataset\sad\sad_32.jpg,sad
dataset\fear\fear_41.jpg,fear
dataset\fear\fear_42.jpg,fear
dataset\fear\fear_43.jpg,fear
dataset\fear\fear_44.jpg,fear
dataset\fear\fear_45.jpg,fear
dataset\angry\angry_10.jpg,angry
dataset\happy\happy_217.jpg,happy
dataset\fear\fear_46.jpg,fear
dataset\happy\happy_218.jpg,happy
dataset\happy\happy_219.jpg,happy
dataset\happy\happy_220.jpg,happy
dataset\happy\happy_221.jpg,happy
dataset\happy\happy_222.jpg,happy
dataset\happy\happy_223.jpg,happy
dataset\happy\happy_224.jpg,happy
dataset\happy\happy_225.jpg,happy
dataset\happy\happy_226.jpg,happy
dataset\happy\happy_227.jpg,happy
dataset\happy\happy_228.jpg,happy
dataset\happy\happy_229.jpg,happy
dataset\happy\happy_230.jpg,happy
dataset\happy\happy_231.jpg,happy
dataset\happy\happy_232.jpg,happy
dataset\happy\happy_233.jpg,happy
dataset\happy\happy_234.jpg,happy
dataset\happy\happy_235.jpg,happy
dataset\happy\happy_236.jpg,happy
dataset\happy\happy_237.jpg,happy
dataset\happy\happy_238.jpg,happy
dataset\happy\happy_239.jpg,happy
dataset\happy\happy_240.jpg,happy
dataset\happy\happy_241.jpg,happy
dataset\happy\happy_242.jpg,happy
dataset\happy\happy_243.jpg,happy
dataset\happy\happy_244.jpg,happy
dataset\happy\happy_245.jpg,happy
dataset\happy\happy_246.jpg,happy
dataset\happy\happy_247.jpg,happy
dataset\happy\happy_248.jpg,happy
dataset\happy\happy_249.jpg,happy
dataset\happy\happy_250.jpg,happy
dataset\happy\happy_251.jpg,happy
dataset\happy\happy_252.jpg,happy
dataset\happy\happy_253.jpg,happy
dataset\happy\happy_254.jpg,happy
dataset\happy\happy_255.jpg,happy
dataset\happy\happy_256.jpg,happy
dataset\angry\angry_11.jpg,angry
dataset\happy\happy_257.jpg,happy
dataset\fear\fear_47.jpg,fear
dataset\happy\happy_258.jpg,happy
dataset\angry\angry_12.jpg,angry
dataset\happy\happy_259.jpg,happy
dataset\sad\sad_33.jpg,sad
dataset\fear\fear_48.jpg,fear
dataset\fear\fear_49.jpg,fear
dataset\fear\fear_50.jpg,fear
dataset\fear\fear_51.jpg,fear
dataset\fear\fear_52.jpg,fear
dataset\fear\fear_53.jpg,fear
dataset\fear\fear_54.jpg,fear
dataset\happy\happy_260.jpg,happy
dataset\happy\happy_261.jpg,happy
dataset\happy\happy_262.jpg,happy
dataset\happy\happy_263.jpg,happy
dataset\happy\happy_264.jpg,happy
dataset\happy\happy_265.jpg,happy
dataset\happy\happy_266.jpg,happy
dataset\happy\happy_267.jpg,happy
dataset\happy\happy_268.jpg,happy
dataset\happy\happy_269.jpg,happy
dataset\happy\happy_270.jpg,happy
dataset\happy\happy_271.jpg,happy
dataset\happy\happy_272.jpg,happy
dataset\happy\happy_273.jpg,happy
dataset\happy\happy_274.jpg,happy
dataset\happy\happy_275.jpg,happy
dataset\happy\happy_276.jpg,happy
dataset\happy\happy_277.jpg,happy
dataset\happy\happy_278.jpg,happy
dataset\happy\happy_279.jpg,happy
dataset\happy\happy_280.jpg,happy
dataset\happy\happy_281.jpg,happy
dataset\happy\happy_282.jpg,happy
dataset\happy\happy_283.jpg,happy
dataset\happy\happy_284.jpg,happy
dataset\happy\happy_285.jpg,happy
dataset\happy\happy_286.jpg,happy
dataset\happy\happy_287.jpg,happy
dataset\happy\happy_288.jpg,happy
dataset\happy\happy_289.jpg,happy
dataset\happy\happy_290.jpg,happy
dataset\happy\happy_291.jpg,happy
dataset\happy\happy_292.jpg,happy
dataset\happy\happy_293.jpg,happy
dataset\happy\happy_294.jpg,happy
dataset\happy\happy_295.jpg,happy
dataset\happy\happy_296.jpg,happy
dataset\happy\happy_297.jpg,happy
dataset\happy\happy_298.jpg,happy
dataset\happy\happy_299.jpg,happy
dataset\happy\happy_300.jpg,happy
dataset\happy\happy_301.jpg,happy
dataset\happy\happy_302.jpg,happy
dataset\happy\happy_303.jpg,happy
dataset\happy\happy_304.jpg,happy
dataset\happy\happy_305.jpg,happy
dataset\happy\happy_306.jpg,happy
dataset\happy\happy_307.jpg,happy
dataset\happy\happy_308.jpg,happy
dataset\happy\happy_309.jpg,happy
dataset\happy\happy_310.jpg,happy
dataset\happy\happy_311.jpg,happy
dataset\happy\happy_312.jpg,happy
dataset\happy\happy_313.jpg,happy
dataset\happy\happy_314.jpg,happy
dataset\happy\happy_315.jpg,happy
dataset\happy\happy_316.jpg,happy
dataset\happy\happy_317.jpg,happy
dataset\happy\happy_318.jpg,happy
dataset\happy\happy_319.jpg,happy
dataset\happy\happy_320.jpg,happy
dataset\fear\fear_55.jpg,fear
dataset\happy\happy_321.jpg,happy
dataset\happy\happy_322.jpg,happy
dataset\happy\happy_323.jpg,happy
dataset\happy\happy_324.jpg,happy
dataset\happy\happy_325.jpg,happy
dataset\happy\happy_326.jpg,happy
dataset\happy\happy_327.jpg,happy
dataset\happy\happy_328.jpg,happy
dataset\happy\happy_329.jpg,happy
dataset\happy\happy_330.jpg,happy
dataset\angry\angry_13.jpg,angry
dataset\happy\happy_331.jpg,happy
dataset\happy\happy_332.jpg,happy
dataset\happy\happy_333.jpg,happy
dataset\happy\happy_334.jpg,happy
dataset\fear\fear_56.jpg,fear
dataset\happy\happy_335.jpg,happy
dataset\happy\happy_336.jpg,happy
dataset\happy\happy_337.jpg,happy
dataset\angry\angry_14.jpg,angry
dataset\happy\happy_338.jpg,happy
dataset\happy\happy_339.jpg,happy
dataset\happy\happy_340.jpg,happy
dataset\happy\happy_341.jpg,happy
dataset\happy\happy_342.jpg,happy
dataset\happy\happy_343.jpg,happy
dataset\happy\happy_344.jpg,happy
dataset\happy\happy_345.jpg,happy
dataset\happy\happy_346.jpg,happy
dataset\happy\happy_347.jpg,happy
dataset\happy\happy_348.jpg,happy
dataset\happy\happy_349.jpg,happy
dataset\happy\happy_350.jpg,happy
dataset\happy\happy_351.jpg,happy
dataset\happy\happy_352.jpg,happy
dataset\happy\happy_353.jpg,happy
dataset\sad\sad_34.jpg,sad
dataset\happy\happy_354.jpg,happy
dataset\happy\happy_355.jpg,happy
dataset\fear\fear_57.jpg,fear
dataset\happy\happy_356.jpg,happy
dataset\fear\fear_58.jpg,fear
dataset\happy\happy_357.jpg,happy
dataset\fear\fear_59.jpg,fear
dataset\happy\happy_358.jpg,happy
dataset\happy\happy_359.jpg,happy
dataset\happy\happy_360.jpg,happy
dataset\happy\happy_361.jpg,happy
dataset\happy\happy_362.jpg,happy
dataset\happy\happy_363.jpg,happy
dataset\happy\happy_364.jpg,happy
dataset\fear\fear_60.jpg,fear
dataset\happy\happy_365.jpg,happy
dataset\happy\happy_366.jpg,happy
dataset\happy\happy_367.jpg,happy
dataset\happy\happy_368.jpg,happy
dataset\happy\happy_369.jpg,happy
dataset\happy\happy_370.jpg,happy
dataset\happy\happy_371.jpg,happy
dataset\fear\fear_61.jpg,fear
dataset\happy\happy_372.jpg,happy
dataset\happy\happy_373.jpg,happy
dataset\happy\happy_374.jpg,happy
dataset\happy\happy_375.jpg,happy
dataset\happy\happy_376.jpg,happy
dataset\happy\happy_377.jpg,happy
dataset\happy\happy_378.jpg,happy
dataset\fear\fear_62.jpg,fear
dataset\happy\happy_379.jpg,happy
dataset\happy\happy_380.jpg,happy
dataset\happy\happy_381.jpg,happy
dataset\fear\fear_63.jpg,fear
dataset\happy\happy_382.jpg,happy
dataset\fear\fear_64.jpg,fear
dataset\happy\happy_383.jpg,happy
dataset\happy\happy_384.jpg,happy
dataset\happy\happy_385.jpg,happy
dataset\happy\happy_386.jpg,happy
dataset\happy\happy_387.jpg,happy
dataset\happy\happy_388.jpg,happy
dataset\happy\happy_389.jpg,happy
dataset\happy\happy_390.jpg,happy
dataset\happy\happy_391.jpg,happy
dataset\happy\happy_392.jpg,happy
dataset\happy\happy_393.jpg,happy
dataset\happy\happy_394.jpg,happy
dataset\happy\happy_395.jpg,happy
dataset\happy\happy_396.jpg,happy
dataset\happy\happy_397.jpg,happy
dataset\happy\happy_398.jpg,happy
dataset\happy\happy_399.jpg,happy
dataset\happy\happy_400.jpg,happy
dataset\happy\happy_401.jpg,happy
dataset\happy\happy_402.jpg,happy
dataset\happy\happy_403.jpg,happy
dataset\happy\happy_404.jpg,happy
dataset\happy\happy_405.jpg,happy
dataset\happy\happy_406.jpg,happy
dataset\happy\happy_407.jpg,happy
dataset\happy\happy_408.jpg,happy
dataset\fear\fear_65.jpg,fear
dataset\happy\happy_409.jpg,happy
dataset\happy\happy_410.jpg,happy
dataset\happy\happy_411.jpg,happy
dataset\happy\happy_412.jpg,happy
dataset\happy\happy_413.jpg,happy
dataset\happy\happy_414.jpg,happy
dataset\fear\fear_66.jpg,fear
dataset\happy\happy_415.jpg,happy
dataset\happy\happy_416.jpg,happy
dataset\happy\happy_417.jpg,happy
dataset\happy\happy_418.jpg,happy
dataset\happy\happy_419.jpg,happy
dataset\happy\happy_420.jpg,happy
dataset\happy\happy_421.jpg,happy
dataset\happy\happy_422.jpg,happy
dataset\happy\happy_423.jpg,happy
dataset\happy\happy_424.jpg,happy
dataset\happy\happy_425.jpg,happy
dataset\happy\happy_426.jpg,happy
dataset\happy\happy_427.jpg,happy
dataset\happy\happy_428.jpg,happy
dataset\happy\happy_429.jpg,happy
dataset\happy\happy_430.jpg,happy
dataset\happy\happy_431.jpg,happy
dataset\angry\angry_15.jpg,angry
dataset\happy\happy_432.jpg,happy
dataset\happy\happy_433.jpg,happy
dataset\sad\sad_35.jpg,sad
dataset\fear\fear_67.jpg,fear
dataset\happy\happy_434.jpg,happy
dataset\happy\happy_435.jpg,happy
dataset\sad\sad_36.jpg,sad
dataset\surprise\surprise_6.jpg,surprise
dataset\happy\happy_436.jpg,happy
dataset\sad\sad_37.jpg,sad
dataset\happy\happy_437.jpg,happy
dataset\happy\happy_438.jpg,happy
dataset\happy\happy_439.jpg,happy
dataset\happy\happy_440.jpg,happy
dataset\happy\happy_441.jpg,happy
dataset\happy\happy_442.jpg,happy
dataset\happy\happy_443.jpg,happy
dataset\happy\happy_444.jpg,happy
dataset\happy\happy_445.jpg,happy
dataset\surprise\surprise_7.jpg,surprise
dataset\happy\happy_446.jpg,happy
dataset\fear\fear_68.jpg,fear
dataset\fear\fear_69.jpg,fear
dataset\angry\angry_16.jpg,angry
dataset\angry\angry_17.jpg,angry
dataset\happy\happy_447.jpg,happy
dataset\happy\happy_448.jpg,happy
dataset\happy\happy_449.jpg,happy
dataset\happy\happy_450.jpg,happy
dataset\happy\happy_451.jpg,happy
dataset\happy\happy_452.jpg,happy
dataset\happy\happy_453.jpg,happy
dataset\happy\happy_454.jpg,happy
dataset\happy\happy_455.jpg,happy
dataset\happy\happy_456.jpg,happy
dataset\happy\happy_457.jpg,happy
dataset\happy\happy_458.jpg,happy
dataset\happy\happy_459.jpg,happy
dataset\happy\happy_460.jpg,happy
dataset\happy\happy_461.jpg,happy
dataset\happy\happy_462.jpg,happy
dataset\happy\happy_463.jpg,happy
dataset\happy\happy_464.jpg,happy
dataset\happy\happy_465.jpg,happy
dataset\happy\happy_466.jpg,happy
dataset\happy\happy_467.jpg,happy
dataset\happy\happy_468.jpg,happy
dataset\happy\happy_469.jpg,happy
dataset\happy\happy_470.jpg,happy
dataset\happy\happy_471.jpg,happy
dataset\happy\happy_472.jpg,happy
dataset\happy\happy_473.jpg,happy
dataset\happy\happy_474.jpg,happy
dataset\fear\fear_70.jpg,fear
dataset\happy\happy_475.jpg,happy
dataset\happy\happy_476.jpg,happy
dataset\happy\happy_477.jpg,happy
dataset\happy\happy_478.jpg,happy
dataset\happy\happy_479.jpg,happy
dataset\angry\angry_18.jpg,angry
dataset\happy\happy_480.jpg,happy
dataset\happy\happy_481.jpg,happy
dataset\happy\happy_482.jpg,happy
dataset\happy\happy_483.jpg,happy
dataset\happy\happy_484.jpg,happy
dataset\happy\happy_485.jpg,happy
dataset\happy\happy_486.jpg,happy
dataset\happy\happy_487.jpg,happy
dataset\happy\happy_488.jpg,happy
dataset\happy\happy_489.jpg,happy
dataset\happy\happy_490.jpg,happy
dataset\happy\happy_491.jpg,happy
dataset\happy\happy_492.jpg,happy
dataset\happy\happy_493.jpg,happy
dataset\happy\happy_494.jpg,happy
dataset\happy\happy_495.jpg,happy
dataset\surprise\surprise_8.jpg,surprise
dataset\happy\happy_496.jpg,happy
dataset\surprise\surprise_9.jpg,surprise
dataset\surprise\surprise_10.jpg,surprise
dataset\surprise\surprise_11.jpg,surprise
dataset\happy\happy_497.jpg,happy
dataset\surprise\surprise_12.jpg,surprise
dataset\surprise\surprise_13.jpg,surprise
dataset\surprise\surprise_14.jpg,surprise
dataset\surprise\surprise_15.jpg,surprise
dataset\happy\happy_498.jpg,happy
dataset\happy\happy_499.jpg,happy
dataset\angry\angry_19.jpg,angry
dataset\fear\fear_71.jpg,fear
dataset\angry\angry_20.jpg,angry
dataset\surprise\surprise_16.jpg,surprise
dataset\sad\sad_38.jpg,sad
dataset\fear\fear_72.jpg,fear
dataset\fear\fear_73.jpg,fear
dataset\fear\fear_74.jpg,fear
dataset\fear\fear_75.jpg,fear
dataset\sad\sad_39.jpg,sad
dataset\sad\sad_40.jpg,sad
dataset\fear\fear_76.jpg,fear
dataset\sad\sad_41.jpg,sad
dataset\fear\fear_77.jpg,fear
dataset\fear\fear_78.jpg,fear
dataset\fear\fear_79.jpg,fear
dataset\fear\fear_80.jpg,fear
dataset\surprise\surprise_17.jpg,surprise
dataset\angry\angry_21.jpg,angry
dataset\angry\angry_22.jpg,angry
dataset\angry\angry_23.jpg,angry
dataset\surprise\surprise_18.jpg,surprise
dataset\surprise\surprise_19.jpg,surprise
dataset\fear\fear_81.jpg,fear
dataset\fear\fear_82.jpg,fear
dataset\fear\fear_83.jpg,fear
dataset\fear\fear_84.jpg,fear
dataset\surprise\surprise_20.jpg,surprise
dataset\fear\fear_85.jpg,fear
dataset\angry\angry_24.jpg,angry
dataset\angry\angry_25.jpg,angry
dataset\sad\sad_42.jpg,sad
dataset\angry\angry_26.jpg,angry
dataset\angry\angry_27.jpg,angry
dataset\angry\angry_28.jpg,angry
dataset\sad\sad_43.jpg,sad
dataset\sad\sad_44.jpg,sad
dataset\sad\sad_45.jpg,sad
dataset\angry\angry_29.jpg,angry
dataset\angry\angry_30.jpg,angry
dataset\surprise\surprise_21.jpg,surprise
dataset\fear\fear_86.jpg,fear
dataset\angry\angry_31.jpg,angry
dataset\sad\sad_46.jpg,sad
dataset\angry\angry_32.jpg,angry
dataset\angry\angry_33.jpg,angry
dataset\fear\fear_87.jpg,fear
dataset\fear\fear_88.jpg,fear
dataset\angry\angry_34.jpg,angry
dataset\sad\sad_47.jpg,sad
dataset\surprise\surprise_22.jpg,surprise
dataset\angry\angry_35.jpg,angry
dataset\sad\sad_48.jpg,sad
dataset\sad\sad_49.jpg,sad
dataset\sad\sad_50.jpg,sad
dataset\fear\fear_89.jpg,fear
dataset\fear\fear_90.jpg,fear
dataset\fear\fear_91.jpg,fear
dataset\surprise\surprise_23.jpg,surprise
dataset\surprise\surprise_24.jpg,surprise
dataset\surprise\surprise_25.jpg,surprise
dataset\sad\sad_51.jpg,sad
dataset\sad\sad_52.jpg,sad
dataset\fear\fear_92.jpg,fear
dataset\fear\fear_93.jpg,fear
dataset\fear\fear_94.jpg,fear
dataset\fear\fear_95.jpg,fear
dataset\sad\sad_53.jpg,sad
dataset\sad\sad_54.jpg,sad
dataset\angry\angry_36.jpg,angry
dataset\angry\angry_37.jpg,angry
dataset\surprise\surprise_26.jpg,surprise
dataset\sad\sad_55.jpg,sad
dataset\fear\fear_96.jpg,fear
dataset\sad\sad_56.jpg,sad
dataset\sad\sad_57.jpg,sad
dataset\fear\fear_97.jpg,fear
dataset\sad\sad_58.jpg,sad
dataset\fear\fear_98.jpg,fear
dataset\fear\fear_99.jpg,fear
dataset\fear\fear_100.jpg,fear
dataset\fear\fear_101.jpg,fear
